job_index,block_id,route,family,split,evaluation_seed,traffic_manager_seed,arm,order_position,job_id
203,block-0067,Generalization_CustomObstacles_1025,CustomObstacles_025,Generalization,1,10025,temporal,3,Generalization_CustomObstacles_1025__s1__temporal
204,block-0068,Generalization_PedestrianOtherBlocker_1074,PedestrianOtherBlocker_074,Generalization,3,30074,temporal,1,Generalization_PedestrianOtherBlocker_1074__s3__temporal
205,block-0068,Generalization_PedestrianOtherBlocker_1074,PedestrianOtherBlocker_074,Generalization,3,30074,current_frame,2,Generalization_PedestrianOtherBlocker_1074__s3__current_frame
206,block-0068,Generalization_PedestrianOtherBlocker_1074,PedestrianOtherBlocker_074,Generalization,3,30074,baseline,3,Generalization_PedestrianOtherBlocker_1074__s3__baseline
207,block-0069,Base_ImageOnObject_0044,ImageOnObject_044,Base,2,20044,baseline,1,Base_ImageOnObject_0044__s2__baseline
208,block-0069,Base_ImageOnObject_0044,ImageOnObject_044,Base,2,20044,temporal,2,Base_ImageOnObject_0044__s2__temporal
209,block-0069,Base_ImageOnObject_0044,ImageOnObject_044,Base,2,20044,current_frame,3,Base_ImageOnObject_0044__s2__current_frame
210,block-0070,Base_RightOfWay_0056,RightOfWay_056,Base,2,20056,baseline,1,Base_RightOfWay_0056__s2__baseline
211,block-0070,Base_RightOfWay_0056,RightOfWay_056,Base,2,20056,temporal,2,Base_RightOfWay_0056__s2__temporal
212,block-0070,Base_RightOfWay_0056,RightOfWay_056,Base,2,20056,current_frame,3,Base_RightOfWay_0056__s2__current_frame
213,block-0071,Base_PedestriansOnRoad_0089,PedestriansOnRoad_089,Base,2,20089,baseline,1,Base_PedestriansOnRoad_0089__s2__baseline
214,block-0071,Base_PedestriansOnRoad_0089,PedestriansOnRoad_089,Base,2,20089,temporal,2,Base_PedestriansOnRoad_0089__s2__temporal
215,block-0071,Base_PedestriansOnRoad_0089,PedestriansOnRoad_089,Base,2,20089,current_frame,3,Base_PedestriansOnRoad_0089__s2__current_frame
216,block-0072,Base_CustomObstacles_0027,CustomObstacles_027,Base,3,30027,baseline,1,Base_CustomObstacles_0027__s3__baseline
217,block-0072,Base_CustomObstacles_0027,CustomObstacles_027,Base,3,30027,temporal,2,Base_CustomObstacles_0027__s3__temporal
218,block-0072,Base_CustomObstacles_0027,CustomObstacles_027,Base,3,30027,current_frame,3,Base_CustomObstacles_0027__s3__current_frame
219,block-0073,Base_HardBrake_0038,HardBrake_038,Base,3,30038,baseline,1,Base_HardBrake_0038__s3__baseline
220,block-0073,Base_HardBrake_0038,HardBrake_038,Base,3,30038,temporal,2,Base_HardBrake_0038__s3__temporal
221,block-0073,Base_HardBrake_0038,HardBrake_038,Base,3,30038,current_frame,3,Base_HardBrake_0038__s3__current_frame
222,block-0074,Generalization_Wall_1097,Wall_097,Generalization,2,20097,baseline,1,Generalization_Wall_1097__s2__baseline
223,block-0074,Generalization_Wall_1097,Wall_097,Generalization,2,20097,current_frame,2,Generalization_Wall_1097__s2__current_frame
224,block-0074,Generalization_Wall_1097,Wall_097,Generalization,2,20097,temporal,3,Generalization_Wall_1097__s2__temporal
225,block-0075,Base_CustomObstacles_0027,CustomObstacles_027,Base,2,20027,temporal,1,Base_CustomObstacles_0027__s2__temporal
226,block-0075,Base_CustomObstacles_0027,CustomObstacles_027,Base,2,20027,baseline,2,Base_CustomObstacles_0027__s2__baseline
227,block-0075,Base_CustomObstacles_0027,CustomObstacles_027,Base,2,20027,current_frame,3,Base_CustomObstacles_0027__s2__current_frame
228,block-0076,Generalization_ObscuredStop_1045,ObscuredStop_045,Generalization,1,10045,temporal,1,Generalization_ObscuredStop_1045__s1__temporal
229,block-0076,Generalization_ObscuredStop_1045,ObscuredStop_045,Generalization,1,10045,baseline,2,Generalization_ObscuredStop_1045__s1__baseline
230,block-0076,Generalization_ObscuredStop_1045,ObscuredStop_045,Generalization,1,10045,current_frame,3,Generalization_ObscuredStop_1045__s1__current_frame
231,block-0077,Generalization_Animals_1081,Animals_081,Generalization,2,20081,current_frame,1,Generalization_Animals_1081__s2__current_frame
232,block-0077,Generalization_Animals_1081,Animals_081,Generalization,2,20081,baseline,2,Generalization_Animals_1081__s2__baseline
233,block-0077,Generalization_Animals_1081,Animals_081,Generalization,2,20081,temporal,3,Generalization_Animals_1081__s2__temporal
234,block-0078,Base_Animals_0078,Animals_078,Base,2,20078,current_frame,1,Base_Animals_0078__s2__current_frame
235,block-0078,Base_Animals_0078,Animals_078,Base,2,20078,baseline,2,Base_Animals_0078__s2__baseline
236,block-0078,Base_Animals_0078,Animals_078,Base,2,20078,temporal,3,Base_Animals_0078__s2__temporal
237,block-0079,Base_ConstructionPermutations_0016,ConstructionPermutations_016,Base,1,10016,baseline,1,Base_ConstructionPermutations_0016__s1__baseline
238,block-0079,Base_ConstructionPermutations_0016,ConstructionPermutations_016,Base,1,10016,current_frame,2,Base_ConstructionPermutations_0016__s1__current_frame
239,block-0079,Base_ConstructionPermutations_0016,ConstructionPermutations_016,Base,1,10016,temporal,3,Base_ConstructionPermutations_0016__s1__temporal
240,block-0080,Generalization_PedestrianCrowd_1066,PedestrianCrowd_066,Generalization,1,10066,temporal,1,Generalization_PedestrianCrowd_1066__s1__temporal
241,block-0080,Generalization_PedestrianCrowd_1066,PedestrianCrowd_066,Generalization,1,10066,current_frame,2,Generalization_PedestrianCrowd_1066__s1__current_frame
242,block-0080,Generalization_PedestrianCrowd_1066,PedestrianCrowd_066,Generalization,1,10066,baseline,3,Generalization_PedestrianCrowd_1066__s1__baseline
243,block-0081,Base_CustomObstacles_0021,CustomObstacles_021,Base,3,30021,current_frame,1,Base_CustomObstacles_0021__s3__current_frame
244,block-0081,Base_CustomObstacles_0021,CustomObstacles_021,Base,3,30021,temporal,2,Base_CustomObstacles_0021__s3__temporal
245,block-0081,Base_CustomObstacles_0021,CustomObstacles_021,Base,3,30021,baseline,3,Base_CustomObstacles_0021__s3__baseline
246,block-0082,Base_RightConstruction_0092,RightConstruction_092,Base,2,20092,baseline,1,Base_RightConstruction_0092__s2__baseline
247,block-0082,Base_RightConstruction_0092,RightConstruction_092,Base,2,20092,temporal,2,Base_RightConstruction_0092__s2__temporal
248,block-0082,Base_RightConstruction_0092,RightConstruction_092,Base,2,20092,current_frame,3,Base_RightConstruction_0092__s2__current_frame
249,block-0083,Base_RightOfWay_0058,RightOfWay_058,Base,2,20058,current_frame,1,Base_RightOfWay_0058__s2__current_frame
250,block-0083,Base_RightOfWay_0058,RightOfWay_058,Base,2,20058,baseline,2,Base_RightOfWay_0058__s2__baseline
251,block-0083,Base_RightOfWay_0058,RightOfWay_058,Base,2,20058,temporal,3,Base_RightOfWay_0058__s2__temporal
252,block-0084,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,2,20073,baseline,1,Base_PedestrianOtherBlocker_0073__s2__baseline
253,block-0084,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,2,20073,current_frame,2,Base_PedestrianOtherBlocker_0073__s2__current_frame
254,block-0084,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,2,20073,temporal,3,Base_PedestrianOtherBlocker_0073__s2__temporal
255,block-0085,Generalization_PedestrianOtherBlocker_1071,PedestrianOtherBlocker_071,Generalization,3,30071,current_frame,1,Generalization_PedestrianOtherBlocker_1071__s3__current_frame
256,block-0085,Generalization_PedestrianOtherBlocker_1071,PedestrianOtherBlocker_071,Generalization,3,30071,baseline,2,Generalization_PedestrianOtherBlocker_1071__s3__baseline
257,block-0085,Generalization_PedestrianOtherBlocker_1071,PedestrianOtherBlocker_071,Generalization,3,30071,temporal,3,Generalization_PedestrianOtherBlocker_1071__s3__temporal
258,block-0086,Base_OppositeConstruction_0054,OppositeConstruction_054,Base,2,20054,current_frame,1,Base_OppositeConstruction_0054__s2__current_frame
259,block-0086,Base_OppositeConstruction_0054,OppositeConstruction_054,Base,2,20054,temporal,2,Base_OppositeConstruction_0054__s2__temporal
260,block-0086,Base_OppositeConstruction_0054,OppositeConstruction_054,Base,2,20054,baseline,3,Base_OppositeConstruction_0054__s2__baseline
261,block-0087,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,3,30022,temporal,1,Generalization_CustomObstacles_1022__s3__temporal
262,block-0087,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,3,30022,baseline,2,Generalization_CustomObstacles_1022__s3__baseline
263,block-0087,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,3,30022,current_frame,3,Generalization_CustomObstacles_1022__s3__current_frame
264,block-0088,Generalization_RightConstruction_1092,RightConstruction_092,Generalization,1,10092,temporal,1,Generalization_RightConstruction_1092__s1__temporal
265,block-0088,Generalization_RightConstruction_1092,RightConstruction_092,Generalization,1,10092,baseline,2,Generalization_RightConstruction_1092__s1__baseline
266,block-0088,Generalization_RightConstruction_1092,RightConstruction_092,Generalization,1,10092,current_frame,3,Generalization_RightConstruction_1092__s1__current_frame
267,block-0089,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,3,30029,temporal,1,Generalization_CustomObstacles_1029__s3__temporal
268,block-0089,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,3,30029,baseline,2,Generalization_CustomObstacles_1029__s3__baseline
269,block-0089,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,3,30029,current_frame,3,Generalization_CustomObstacles_1029__s3__current_frame
270,block-0090,Base_Animals_0080,Animals_080,Base,2,20080,current_frame,1,Base_Animals_0080__s2__current_frame
271,block-0090,Base_Animals_0080,Animals_080,Base,2,20080,temporal,2,Base_Animals_0080__s2__temporal
272,block-0090,Base_Animals_0080,Animals_080,Base,2,20080,baseline,3,Base_Animals_0080__s2__baseline
273,block-0091,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,3,30055,current_frame,1,Generalization_RightOfWay_1055__s3__current_frame
274,block-0091,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,3,30055,temporal,2,Generalization_RightOfWay_1055__s3__temporal
275,block-0091,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,3,30055,baseline,3,Generalization_RightOfWay_1055__s3__baseline
276,block-0092,Base_BadParking_0009,BadParking_009,Base,2,20009,current_frame,1,Base_BadParking_0009__s2__current_frame
277,block-0092,Base_BadParking_0009,BadParking_009,Base,2,20009,temporal,2,Base_BadParking_0009__s2__temporal
278,block-0092,Base_BadParking_0009,BadParking_009,Base,2,20009,baseline,3,Base_BadParking_0009__s2__baseline
279,block-0093,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,3,30062,baseline,1,Generalization_PassableObstacles_1062__s3__baseline
280,block-0093,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,3,30062,current_frame,2,Generalization_PassableObstacles_1062__s3__current_frame
281,block-0093,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,3,30062,temporal,3,Generalization_PassableObstacles_1062__s3__temporal
282,block-0094,Generalization_Animals_1076,Animals_076,Generalization,3,30076,current_frame,1,Generalization_Animals_1076__s3__current_frame
283,block-0094,Generalization_Animals_1076,Animals_076,Generalization,3,30076,temporal,2,Generalization_Animals_1076__s3__temporal
284,block-0094,Generalization_Animals_1076,Animals_076,Generalization,3,30076,baseline,3,Generalization_Animals_1076__s3__baseline
285,block-0095,Generalization_BadParking_1006,BadParking_006,Generalization,3,30006,baseline,1,Generalization_BadParking_1006__s3__baseline
286,block-0095,Generalization_BadParking_1006,BadParking_006,Generalization,3,30006,current_frame,2,Generalization_BadParking_1006__s3__current_frame
287,block-0095,Generalization_BadParking_1006,BadParking_006,Generalization,3,30006,temporal,3,Generalization_BadParking_1006__s3__temporal
288,block-0096,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,1,10055,baseline,1,Generalization_RightOfWay_1055__s1__baseline
289,block-0096,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,1,10055,temporal,2,Generalization_RightOfWay_1055__s1__temporal
290,block-0096,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,1,10055,current_frame,3,Generalization_RightOfWay_1055__s1__current_frame
291,block-0097,Generalization_PedestriansOnRoad_1085,PedestriansOnRoad_085,Generalization,3,30085,current_frame,1,Generalization_PedestriansOnRoad_1085__s3__current_frame
292,block-0097,Generalization_PedestriansOnRoad_1085,PedestriansOnRoad_085,Generalization,3,30085,baseline,2,Generalization_PedestriansOnRoad_1085__s3__baseline
293,block-0097,Generalization_PedestriansOnRoad_1085,PedestriansOnRoad_085,Generalization,3,30085,temporal,3,Generalization_PedestriansOnRoad_1085__s3__temporal
294,block-0098,Generalization_PedestriansOnRoad_1086,PedestriansOnRoad_086,Generalization,2,20086,current_frame,1,Generalization_PedestriansOnRoad_1086__s2__current_frame
295,block-0098,Generalization_PedestriansOnRoad_1086,PedestriansOnRoad_086,Generalization,2,20086,baseline,2,Generalization_PedestriansOnRoad_1086__s2__baseline
296,block-0098,Generalization_PedestriansOnRoad_1086,PedestriansOnRoad_086,Generalization,2,20086,temporal,3,Generalization_PedestriansOnRoad_1086__s2__temporal
297,block-0099,Generalization_BadParking_1001,BadParking_001,Generalization,3,30001,temporal,1,Generalization_BadParking_1001__s3__temporal
298,block-0099,Generalization_BadParking_1001,BadParking_001,Generalization,3,30001,baseline,2,Generalization_BadParking_1001__s3__baseline
299,block-0099,Generalization_BadParking_1001,BadParking_001,Generalization,3,30001,current_frame,3,Generalization_BadParking_1001__s3__current_frame
300,block-0100,Base_PedestrianOtherBlocker_0074,PedestrianOtherBlocker_074,Base,3,30074,temporal,1,Base_PedestrianOtherBlocker_0074__s3__temporal
301,block-0100,Base_PedestrianOtherBlocker_0074,PedestrianOtherBlocker_074,Base,3,30074,baseline,2,Base_PedestrianOtherBlocker_0074__s3__baseline
302,block-0100,Base_PedestrianOtherBlocker_0074,PedestrianOtherBlocker_074,Base,3,30074,current_frame,3,Base_PedestrianOtherBlocker_0074__s3__current_frame
303,block-0101,Base_PedestrianOtherBlocker_0072,PedestrianOtherBlocker_072,Base,1,10072,baseline,1,Base_PedestrianOtherBlocker_0072__s1__baseline
304,block-0101,Base_PedestrianOtherBlocker_0072,PedestrianOtherBlocker_072,Base,1,10072,current_frame,2,Base_PedestrianOtherBlocker_0072__s1__current_frame
305,block-0101,Base_PedestrianOtherBlocker_0072,PedestrianOtherBlocker_072,Base,1,10072,temporal,3,Base_PedestrianOtherBlocker_0072__s1__temporal
306,block-0102,Generalization_ObscuredStop_1047,ObscuredStop_047,Generalization,3,30047,baseline,1,Generalization_ObscuredStop_1047__s3__baseline
307,block-0102,Generalization_ObscuredStop_1047,ObscuredStop_047,Generalization,3,30047,temporal,2,Generalization_ObscuredStop_1047__s3__temporal
308,block-0102,Generalization_ObscuredStop_1047,ObscuredStop_047,Generalization,3,30047,current_frame,3,Generalization_ObscuredStop_1047__s3__current_frame
309,block-0103,Base_RightOfWay_0055,RightOfWay_055,Base,3,30055,current_frame,1,Base_RightOfWay_0055__s3__current_frame
310,block-0103,Base_RightOfWay_0055,RightOfWay_055,Base,3,30055,temporal,2,Base_RightOfWay_0055__s3__temporal
311,block-0103,Base_RightOfWay_0055,RightOfWay_055,Base,3,30055,baseline,3,Base_RightOfWay_0055__s3__baseline
312,block-0104,Generalization_ImageOnObject_1044,ImageOnObject_044,Generalization,1,10044,current_frame,1,Generalization_ImageOnObject_1044__s1__current_frame
313,block-0104,Generalization_ImageOnObject_1044,ImageOnObject_044,Generalization,1,10044,baseline,2,Generalization_ImageOnObject_1044__s1__baseline
314,block-0104,Generalization_ImageOnObject_1044,ImageOnObject_044,Generalization,1,10044,temporal,3,Generalization_ImageOnObject_1044__s1__temporal
315,block-0105,Generalization_PassableObstacles_1063,PassableObstacles_063,Generalization,2,20063,temporal,1,Generalization_PassableObstacles_1063__s2__temporal
316,block-0105,Generalization_PassableObstacles_1063,PassableObstacles_063,Generalization,2,20063,baseline,2,Generalization_PassableObstacles_1063__s2__baseline
317,block-0105,Generalization_PassableObstacles_1063,PassableObstacles_063,Generalization,2,20063,current_frame,3,Generalization_PassableObstacles_1063__s2__current_frame
